1,2,2,3,2,3,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,1,1,2,1,2,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,1,1,2,1,2,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0,0,1,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,1,1,2,1,2,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0,0,1,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0,0,1,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,0,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,1,1,2,1,2,2,3,1,2,2,3,2,3,3,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0,0,1,0,1,1,2,0,1,1,2,1,2,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0,0,1,0,1,1,2,0,1,1,2,1,2,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0,0,1,0,1,1,2,0,1,1,2,1,2,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,N/A,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,0,0,1,0,1,1,2,0,1,1,2,1,2,2,3,1,2,2,3,2,3,3,4
N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2,0,1,1,2,1,2,2,3
N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2,0,1,1,2,1,2,2,3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2
N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2,0,1,1,2,1,2,2,3
N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2
N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,N/A,0,0,1,N/A,0,0,1,0,1,1,2
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0,N/A,0,0,1
N/A,N/A,N/A,0,N/A,0,0,,N/A,0,0,,0,,,,0,,,,,,,